name,subscribers,rating,Popular science,Reading room,DIY,History of IT,Electronics for beginners,Information Security,System administration,Old hardware,Hosting,Lifehacks for geeks,Astronautics,Energy and batteries,Systems engineering,Physics,Computer hardware,Gadgets,IT Infrastructure,IT-companies,Manufacture and development of electronics,Research and forecasts in IT,The future is here,CPU,Programming,Machine learning,Python,Configuring Linux,Personnel Management,Java,DevOps,IT career,Big Data,Website development,Algorithms,Tarantool,High performance,Game development,Interfaces,Search engines,Open source,Development of mobile applications,C++,IOT,Smart House,Development for IOT,Prototyping,Robotics,Biology,Health,Network technologies,Atlassian,Development Management,Brain,Project management,Service Desk,Studying in IT,Habr,Content-marketing,Community management,Legislation in IT,Social networks and communities,Conferences,Media management,Машинное обучение,Обработка изображений,Алгоритмы,Искусственный интеллект,Математика,Data Mining,Natural Language Processing,Будущее здесь,Визуализация данных,Kubernetes,Server Administration,Database Administration,Build automation,*nix,System Analysis and Design,JavaScript,ReactJS,Artificial Intelligence,Sound,Laptops,Video equipment,Cellular communication,Angular,TypeScript,Development for Android,Design,Development for iOS,IT systems testing,Professional literature,C,C#,.NET,Visual Studio,Development for Windows,Git,Finance in IT,Payment systems,Smartphones,Games and game consoles,Monitors and TV,Periphery,IT-emigration,Urbanism,Start-up development,Product Management,Data storage,Oracle,Interview,Development of communication systems,IT Standards,Network standards,Go,Web services testing,Chemistry,Biotechnologies,Ecology,Virtualization,Image processing,Hackathon,Software,Development for Linux,3D printers,Sales management,Cryptocurrencies,Cryptography,Google Chrome,Cloud services,Development for e-commerce,Patenting,Lazers,Remote work,Sport programming,Abnormal programming,PostgreSQL,SQL,Entertaining tasks,SaaS / S+S,Perfect code,Data storages,Business Models,Data visualization,Working with 3D-graphics,Reverse engineering,Microservices,E-commerce management,Kotlin,CTF,Logic games,Node.JS,Statistics in IT,Geoinformation services,Transport,Desktop PC's,Swift,Mobile applications testing,Mobile applications design,Objective C,Mathematics,Nginx,Offices of IT companies,Browsers,Industrial Programming,CAD/CAM,API,Desktop environments,GTD,Robotics development,Game design,CRM systems,ERP-systems,Circuit design,Wearable electronics,Antivirus protection,Mobile App Analytics,System Programming,FPGA,ECM,Designing and refactoring,Shells,Programming microcontrollers,Wireless technologies,Web design,Usability,Car Gadgets,Development for Tizen,Backup,Dart,Agile,Ruby on Rails,Ruby,Google Web Toolkit,Data Engineering,Spamming and anti-spamming,Browser extensions,Django,Rust,Apache,Hadoop,Cloud computing,Maps API,HTML,PHP,Biography of geeks,1C,Microsoft SQL Server,Technical Writing,MySQL,Telemedicine,Distributed systems,Semantics,Compilers,Solidity,Web analytics,Flutter,Voice user interfaces,Network hardware,Freelance,Working with video,Video conferencing,Tablets,Firefox,Multicopters,Developing for Arduino,PDF,Unity3D,Open data,IPv6,Mobile applications monetization,CSS,Decentralized networks,GitHub,Games monetization,Contextual advertising,IT Terminology,Typography,Производство и разработка электроники,Информационная безопасность,Гаджеты,Беспроводные технологии,Программирование микроконтроллеров,Системное программирование,Краудсорсинг,DIY или Сделай сам,Промышленное программирование,TDD,Internet marketing,Scala,Development for MacOS,UEFI,Matlab,Search engine optimization,Increasing Conversion Rate,Data recovery,Server optimization,Data compression,Graphic design,Language localisation,PowerShell,Branding,Adobe Flash,Microsoft Edge,Domain names administrating,Instant Messaging,SAN,Billing systems,Quantum technologies,Help Desk Software,Микросервисы,IT-инфраструктура,Облачные сервисы,Интерфейсы,Разработка веб-сайтов,Управление разработкой,Управление проектами,Openshift,Development for AR and VR,XML,Display advertising,Games promotion,Presentations,Qt,Client optimization,Web services monetization,Microsoft Azure,MongoDB,Concurrent computing,Assembler,Education abroad,Data storaging,NoSQL,Accessibility,Yandex API,Venture investment,Debugging,DNS,Google API,Safari,Firebird/Interbase,Email-marketing,Amazon Web Services,VueJS,I2P,Copyright
HeadHunter,33070,126.37,,,,,,,,,,,,,,,,,,,,371.0,,,472.0,238.0,,,,343.0,,549.0,,333.0,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,433.0,,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
билайн,38,124.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,18.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,13.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бастион,322,123.65,,,,,,1174.0,,,,,,,,,,,203.0,159.0,,,,,,,,,,,,,,,,,,,,,113.0,,,183.0,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportmaster Lab,355,120.88,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,122.0,,,,,,,,,,,,,,,,96.0,,,186.0,,222.9,,,,,,,,,,,,,,,,,,,,,130.0,,,175.6,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X5 Tech,19848,120.68,,,,,,,67.0,,,,,,131.0,,,,124.3,206.7,,,99.3,,,89.0,130.3,,,,,,127.1,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата-центр «Миран»,12934,117.79,,,340.1,,,1194.1,,,,,,,,,1228.4,,,,1023.7,,,1006.5,,,,,,,,,,,,,,,,,728.1,,,,,,,,,,,,,,,,,,,,330.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.3,,,,,359.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red_mad_robot,36884,116.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,1806.0,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,981.0,,1089.0,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,181.0,178.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СберМаркет,363,114.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,48.3,,,,,,,,70.2,,,,,,,,,,,,,59.0,,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,,53.2,,,,,,,,,,,,,,,,,,49.3,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
«Норникель»,90,110.76,63.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,12.0,,,,,,8.0,,,,,,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,19.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSumma,60288,108.74,,,857.9,,,996.5,896.2,,,,,,,,,,666.4,,612.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.2,,,,,,,,,,,,,,715.2,,,,,,,,,,,,,,,,,,,,,,,,,1015.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.3,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlobalSign,42863,108.11,,,,,,4969.1,,,,,,,,,,,,,,,,,,,,,,,,,,667.0,,,,,,,723.0,,,628.1,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,364.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,820.0,,,,,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Группа НЛМК,337,107.46,,,,,,,,,,,,,934.0,,,,,,,,,,164.0,271.0,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,1670.0,,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ростелеком,32281,107.28,,,,,,,,,,,,,,,,,175.0,,,,,,,108.8,,,,,,,175.7,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,142.4,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,119.4,,,,,,,,,,,,,,,,,,179.5,,,,,,,,,,,,,99.2,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Нанософт разработка,23007,107.1,,,,,200.0,,,,,75.0,,,144.4,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,1592.0,313.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ИТМО,20393,105.76,232.0,234.0,,,,,,,,,,,,,,,,,,,,,695.6,397.0,,,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,,,1602.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Нетология,60215,104.74,,,,,,,,,,,,,,,,,,,,,,,98.9,63.2,,,211.2,,,443.9,75.6,,,,,,,,,,,,,,,,,,,,,,70.5,,128.8,,,,,,,,,,,,,,,,,,,,,,,69.4,,,,,,,,,,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegionSoft,22382,104.71,,,,,,,380.0,,,,,,,,,,2487.0,,,,,,,,,,1700.3,,,974.0,,,,,,,,,,,,,,,,,,,,,,,1410.0,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI.ZONE,14929,103.8,,,,,146.0,533.0,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,144.0,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,159.0,146.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group-IB,15704,101.77,,,,,,985.9,,,,,,,,,,,249.0,248.4,,360.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,112.0,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive Technologies,68423,99.82,,,,,,10878.3,,,,,,,,,,,,,,,,,370.3,,,,,,,,,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,244.0,,,,,,,,,,,360.0,,,,,,,,,,,398.0,,,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADRO,625,99.21,,,,,175.0,,,,,,,,,,,,,,261.7,,,105.7,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,108.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
АСКОН,27886,98.88,,,,,,,,,,,88.0,,117.0,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,126.0,,,,,968.1,142.0,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimbirSoft,547,98.26,,,,,,,,,,,,,,,,,,,,,,,249.2,,,,,,,,,95.0,,,,,,,,162.3,78.0,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,128.0,,,,,,,,,118.0,,,139.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auriga,174,97.36,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,94.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,71.0,,,137.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МТС,33408,97.34,,,,,,155.0,,,,,,,,,,,137.0,,,,,,,294.1,,,,,,,167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,145.0,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,297.0,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Productivity Inside,54753,97.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,1708.0,137.0,,,2932.0,,,,,,,,,,,,,,,366.0,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,2699.0,,2857.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РТЛабс,374,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,17.6,,34.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,22.0,,32.0,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Man,41,95.56,,,116.0,,,,,,,,,80.0,,,,,128.0,,20.0,7.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,19525,95.24,73.0,,276.0,,80.0,,,,,,,,,,,,,,,,,,,114.7,,,,,,,,,,,,,,,,295.0,,206.0,88.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nixys,13098,93.59,,,,,,,330.3,,,,,,,,,,168.2,,,,,,,,,,,,340.6,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,113.0,163.5,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Журнал Хакер,5512,93.34,,458.0,,,,1881.0,,,,,,,,,,,,,,,,,348.0,,116.0,,,,,,,87.0,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,110.0,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrike,31175,92.22,,,,,,,,,,,,,,,,,,,,,,,1150.0,,,,,377.0,,,,806.0,,,,,,,,,,,,,,,,,,,698.0,,567.0,,,,,,,,497.0,,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evrone,124,91.58,,28.0,,,,,,,,,,,,,,,,,,,,,148.7,,55.2,,22.0,,,28.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud4Y,618,88.46,582.1,1134.2,,,,1150.3,,414.4,,,,,,,,,916.5,1032.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2,,,,,,,,,,,412.7,,,,,,,,,,574.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
